"Track_pair","Track_1_id","Track_1_id","Frame","Spot_1_X","Spot_1_Y","Spot_1_Z","Spot_2_X","Spot_2_Y","Spot_2_Z","Distance","Source_Image","Mean_intensity_Spot_1","Mean_intensity_Spot_2","Max_intensity_Spot_1","Max_intensity_Spot_2","Std_intensity_Spot_1","Std_intensity_Spot_2","SNR_Spot_1","SNR_Spot_2","Contrast_Spot_1","Contrast_Spot_2"
"0&0","0","0","63","3.2582548078343643","1.759859471539636","0.585378879670512","3.4476809293462813","1.9425289194724957","0.7741284974014014","0.3238468788064819","./exampleexample_DC_CHAB.tif","1441.4545454545455","1221.5454545454545","2627.0","1749.0","555.9576177437203","320.4073543589047","1.0284652977750754","0.8709083944211886","0.24740456526784327","0.1289462076498141"
"0&0","0","0","64","3.4074402781008595","1.6918619745303565","0.27767491013953244","3.3612930419032616","1.9360212209122591","0.6201633298739752","0.42313310276395455","./exampleexample_DC_CHAB.tif","1570.6363636363637","1233.5454545454545","2573.0","1655.0","589.4859239587105","241.02172667059028","1.161969959291025","1.5407728813066124","0.2788595701393233","0.17719817588381573"
"0&0","0","0","65","3.3826726400751204","1.9865498980645542","0.5596779583713616","3.3664021308789613","2.0556661994572605","0.8812122603368598","0.32928118672063533","./exampleexample_DC_CHAB.tif","1675.7272727272727","1154.1818181818182","2927.0","1524.0","782.8335826865236","290.09026808282215","0.9898274001109344","1.0539442190169273","0.3007353941843879","0.1526691270741449"
"0&0","0","0","66","3.1230218618138412","2.0259484722157852","0.2923044469462663","3.074406813949716","2.015439597861153","0.7005657258732982","0.4112798696631874","./exampleexample_DC_CHAB.tif","1668.2727272727273","1197.8181818181818","3504.0","1916.0","758.5320152648918","370.08534642209713","1.0514876062396423","0.696722406708502","0.3141394518050658","0.1206137180167888"
"0&0","0","0","67","3.233936587453333","2.000548351332205","0.4382835726043974","3.272206080582975","2.0086468997268003","0.6672318469357965","0.23226590991754456","./exampleexample_DC_CHAB.tif","1896.909090909091","1087.909090909091","3207.0","1913.0","815.0659426752482","355.23723187342136","1.1769185578012065","0.5132439965874479","0.3384189993150387","0.09145916816450393"
"0&0","0","0","68","3.2636655620749258","1.9171480926928588","0.5078563457111763","3.2174331629988755","2.0217451527160755","0.658116715584105","0.18882838357666704","./exampleexample_DC_CHAB.tif","1543.0","1435.7272727272727","3144.0","2134.0","759.660450464548","393.2383732315784","0.9388028929705496","1.2405383246766482","0.3005575021974979","0.20465753111186544"
"0&0","0","0","69","3.1142194120439597","1.8704692088098467","0.2983658905746053","3.057575262508249","2.0263369054231997","0.638644105433359","0.37854004019606224","./exampleexample_DC_CHAB.tif","1664.7272727272727","1405.090909090909","2485.0","2119.0","486.7909388863131","417.6830028970426","1.518836496520154","1.271379880317189","0.2854546986124983","0.23299660843878778"
"0&0","0","0","70","3.3728053420240327","1.863203430686267","0.8415264174150765","3.2254809436698526","2.200637855388255","0.7438293535228143","0.3809346211852519","./exampleexample_DC_CHAB.tif","1756.6363636363637","1273.3636363636363","3624.0","2032.0","916.5884870242777","372.2628836527415","0.932737401504934","1.0728000397057451","0.321605788993116","0.18597857838364165"
"0&0","0","0","71","3.1194172023275555","1.910412712141424","0.869825386959057","2.882849777359022","2.055137587397946","0.9770733433082174","0.2973408149167048","./exampleexample_DC_CHAB.tif","1608.0","1187.4545454545455","2675.0","1620.0","490.86515459950914","327.7957789955092","1.4889163266303558","0.8923159520044027","0.29409059553920447","0.14046089168590112"
"0&0","0","0","72","3.2426720283052313","1.9367190943161456","0.8453394475815011","3.204435032836746","2.131317974448473","0.9308726016350934","0.2159784998873001","./exampleexample_DC_CHAB.tif","1580.4545454545455","1138.2727272727273","2622.0","2077.0","456.03867459599604","473.73264420115504","1.4681968498564357","0.6002207348907507","0.26875120872544694","0.1427286268860068"
"0&0","0","0","73","3.2756075542888987","2.0252011596313286","0.5974455067852681","3.223838606744225","2.1535073035998855","0.9468748371308353","0.375823558888629","./exampleexample_DC_CHAB.tif","1806.1818181818182","1324.1818181818182","2394.0","1910.0","410.2730354731634","330.09690037375935","2.129199755342896","1.3156624718510317","0.3189535318206218","0.19615305203093328"
"0&0","0","0","74","3.106625405796204","2.0338399972631183","0.6135980750978339","2.9726306185861473","1.9919101843902136","0.8873359070128001","0.30764445847200206","./exampleexample_DC_CHAB.tif","1578.2727272727273","1458.6363636363637","2392.0","2112.0","331.8819340997913","429.7897794799855","1.9859511199037367","1.2621966521297492","0.26391032494519073","0.22843216443699008"
"0&0","0","0","75","3.146218528167763","1.9433395218243565","0.5772062829933104","3.131238922050265","2.1137142804062274","0.9207793296854688","0.38378950659782013","./exampleexample_DC_CHAB.tif","1905.2727272727273","1076.2727272727273","3393.0","1470.0","639.1461633944291","222.23640156783085","1.5326717968527777","0.9130618700809489","0.3460334237533529","0.10407902931958445"
"0&0","0","0","76","3.376174924918271","2.0555793755204945","0.4985398110721813","3.458668661368162","2.288840388737884","0.9320979358545803","0.49918790490705756","./exampleexample_DC_CHAB.tif","1694.4545454545455","1077.909090909091","2496.0","2515.0","562.244673364962","588.1053399766839","1.3345440077707984","0.36809820412292493","0.2843739571530808","0.11162600700466757"
"0&0","0","0","77","3.2377242544944624","2.2454182903920796","0.32366534797805974","3.256550084336749","2.1590163010433203","0.6611181541269054","0.34884683173336156","./exampleexample_DC_CHAB.tif","1846.8181818181818","1563.8181818181818","2181.0","2391.0","302.4919232580659","521.5006842146648","2.968073236957878","1.2190443594332496","0.3211289588346231","0.25511917555345465"
"0&0","0","0","78","3.255504324368633","2.0672414393918705","0.36103944398074644","3.3121288317384683","2.224764839080732","0.9798537533627744","0.6410546823636574","./exampleexample_DC_CHAB.tif","1897.909090909091","1201.0","3397.0","1707.0","804.1552654239671","262.0228997625971","1.221310633470243","1.285274794212859","0.3490511390254991","0.16306738790587"
"0&0","0","0","79","3.0092503042781007","2.1290637184463157","0.34719433161566626","3.093093249586032","2.164087530692427","0.8630830293408387","0.5238296052560737","./exampleexample_DC_CHAB.tif","1659.5454545454545","1357.8181818181818","3474.0","1794.0","876.316879175149","309.10768938407796","0.9100455904021428","1.4266536405752888","0.3162624881929344","0.19387169008117713"
"0&0","0","0","80","3.0826733905430346","1.9928435575885113","0.5677585113600382","3.035326602239947","1.9786106705910123","0.9547628257835908","0.3901495005986102","./exampleexample_DC_CHAB.tif","1569.4545454545455","1229.5454545454545","2675.0","1779.0","605.8475655866522","355.949255831885","1.048184883148519","1.1717634040659508","0.25362361312026743","0.20425454513076666"
"0&0","0","0","81","3.017657323637117","1.9886636335206318","0.5171183851870413","3.100932857410308","1.9988750908701969","0.9106320515640148","0.4023581663292791","./exampleexample_DC_CHAB.tif","1804.090909090909","1190.8181818181818","3275.0","2032.0","697.5436121914464","441.92981754613896","1.343128791829251","0.7636077620533193","0.35072590031377404","0.1650841955127492"
"0&0","0","0","82","3.2229097082040177","1.901269321079793","0.47859626943553857","3.216773621813402","2.0847068226166154","0.8953810021636183","0.4554080389732724","./exampleexample_DC_CHAB.tif","1735.090909090909","1167.7272727272727","2461.0","1550.0","650.9702688365198","197.90658953611975","1.243426627886506","1.5778662580264298","0.3042128568472102","0.15434585570387943"
"0&0","0","0","83","3.554358120468783","1.9307102503974616","0.5191087451620733","3.3675431361862316","2.0279546833716853","0.922935231804994","0.45544719717145404","./exampleexample_DC_CHAB.tif","1567.6363636363637","1093.909090909091","2675.0","2015.0","555.2506231833104","446.2365862511622","1.0900752017078115","0.5568678428687628","0.23923441537575468","0.12813479597583577"
"0&0","0","0","84","3.4484234339979425","1.9024449790868463","0.498942660627688","3.4462342973396938","2.032957442512237","0.7268348604025863","0.2626273979365341","./exampleexample_DC_CHAB.tif","1610.4545454545455","1237.1818181818182","2381.0","2088.0","519.0125939967861","424.5422989954754","1.2970733473214549","0.9567186436512449","0.2642361008452709","0.19638734049560727"
"0&0","0","0","85","3.7478304325535787","1.9691818049054242","0.2899722067202285","3.500332281674075","1.9394797202750411","0.6327758851536042","0.4238536427443054","./exampleexample_DC_CHAB.tif","1755.1818181818182","1160.4545454545455","2745.0","2170.0","562.6591895955878","482.4991945353616","1.3557744637339928","0.6225863296760116","0.2776458999221968","0.14867392469697147"
"0&0","0","0","86","3.5931873524188216","1.959286414634989","0.27877458787398024","3.429602706194957","2.0942279865284132","0.9328513917941094","0.6875940879120661","./exampleexample_DC_CHAB.tif","1596.8181818181818","1089.3636363636363","2287.0","1597.0","528.2981768247583","349.2472684867478","1.2165822446731207","0.5609392289747486","0.2519556238217255","0.09880191672364956"
"0&0","0","0","87","3.5333747462959937","2.141772208459727","0.5194589009057899","3.222752753625076","2.1652452987105066","0.9344914495712257","0.5189306550479554","./exampleexample_DC_CHAB.tif","1832.7272727272727","1167.7272727272727","2788.0","2144.0","684.6548168104991","406.8474138811972","1.2996519781431293","0.9372383208126611","0.3205792132297482","0.19513068813555492"
"0&0","0","0","88","3.399656111130815","2.05420778256038","0.5513165528122093","3.0838209250699236","2.3025280328382016","0.9327290769585012","0.5539768271577825","./exampleexample_DC_CHAB.tif","1926.090909090909","1341.2727272727273","3141.0","2057.0","735.0652290165077","403.2557726577739","1.3506743715277405","1.1699802723015116","0.3472238245208925","0.21341288970688013"
"0&0","0","0","89","3.2813821570179558","2.2050951840034907","0.46895510694460185","3.216748611984031","2.339802858156794","0.9221278529795582","0.4771678848878117","./exampleexample_DC_CHAB.tif","1713.3636363636363","1063.090909090909","2665.0","2174.0","585.929905829575","464.9910654078107","1.448770430783966","0.5876415102909673","0.32929694742017906","0.14746779238820287"
"0&0","0","0","90","3.3740000779214316","2.0485000473094406","0.0","3.1725375149400628","2.218156979713458","0.6275418388819854","0.6805728458755514","./exampleexample_DC_CHAB.tif","1563.909090909091","1200.909090909091","2947.0","2205.0","517.5991604601875","402.2211964940323","1.0138191638205156","0.8399300317398237","0.2015899331507648","0.1636825828291695"
"0&0","0","0","91","3.2535000751385232","2.2895000528752574","0.0","3.2556209230136632","2.3796805238778074","0.6754703589721244","0.681466962659146","./exampleexample_DC_CHAB.tif","2099.181818181818","1180.3636363636363","3040.0","1683.0","637.5025989251836","396.26286041648484","1.5658586533168202","0.8386011577194713","0.31193752191473056","0.1638252264572785"
"0&0","0","0","92","3.4181029211666814","2.415855909238132","0.26308994374183836","3.448358578786788","2.3867007105700195","0.6205807548026023","0.3599515389886326","./exampleexample_DC_CHAB.tif","1731.3636363636363","1416.5454545454545","2643.0","1898.0","574.9021260575182","288.9374893074153","1.3569130682153026","1.775034548834032","0.2907932644245409","0.2210457262448036"
"0&0","0","0","93","3.2535000751385232","2.4100000556581653","0.0","3.3593160731250955","2.316767922850106","0.40336990808221546","0.42731316240444644","./exampleexample_DC_CHAB.tif","1851.0","1181.2727272727273","2754.0","2127.0","481.9396227744716","459.5393543341181","1.8753090046481813","0.6752131456436962","0.3229865985960434","0.15119295245845724"
"0&0","0","0","94","3.1330000723556153","2.5305000584410737","0.0","3.338685636460768","2.5127704107737996","0.3774722133047521","0.43023965821951937","./exampleexample_DC_CHAB.tif","1602.090909090909","1189.7272727272727","2728.0","2339.0","605.9076587311724","458.0495804842726","1.1068250360758538","0.7993491841089682","0.26470141970195277","0.18186022779536992"
"0&0","0","0","95","3.6150000834872484","2.4100000556581653","0.0","3.323095263556975","2.4187299053392914","0.5928121392988868","0.6608410298052803","./exampleexample_DC_CHAB.tif","1569.090909090909","1299.0","3660.0","2095.0","829.0193549665116","442.4881919328469","0.8499778053752631","0.9781697666053393","0.2895575404481004","0.19990498937728451"
"0&0","0","0","96","3.3134944516200937","2.6674104250453863","0.1497385680127499","3.209867833374642","2.576744894988657","0.6388152154764596","0.5080892455502262","./exampleexample_DC_CHAB.tif","1641.090909090909","1055.7272727272727","3046.0","1596.0","725.7351382626384","308.28561137655805","0.968247053288758","0.7755289470593681","0.2724145708807939","0.12769078707797954"
"0&0","0","0","97","3.24226531418073","2.4216037471741214","0.3095876404076228","3.209664122933783","2.4910056244176024","0.623704646780838","0.3233403035943861","./exampleexample_DC_CHAB.tif","1962.1818181818182","1229.1818181818182","2722.0","2226.0","395.9060035366522","435.11166800760884","2.4437881238666783","0.7893778947374179","0.3272094719860575","0.1624039742826089"
"0&0","0","0","98","3.5052390206617825","2.289507589371294","0.33072200615102065","3.4697166718107604","2.3867422047705125","0.6186820933634338","0.30600231947994816","./exampleexample_DC_CHAB.tif","1787.6363636363637","1310.0","3536.0","2162.0","669.4081374956944","375.7219716758657","1.2487906891571454","1.3354859880387975","0.305166981308296","0.23688257034179505"
"0&0","0","0","99","3.219383315246688","2.274081368397824","0.1802930164748505","3.093532395554645","2.2717919393443857","0.3501317982863931","0.21139751010821414","./exampleexample_DC_CHAB.tif","1972.1818181818182","974.4545454545455","3338.0","1902.0","746.715182406494","414.16382353758604","1.4030541267493408","0.2907344424319592","0.3616834308848683","0.06585280796168601"
"0&0","0","0","100","3.23268173568411","2.429858405984189","0.1478477002475116","3.3299894314408642","2.4094371419349536","0.40027703196010583","0.2713049634410041","./exampleexample_DC_CHAB.tif","1773.8181818181818","1151.1818181818182","2830.0","1890.0","671.2769649230961","435.2189835431856","1.2583750463044054","0.7775306608667859","0.3125208108408084","0.1723022902883442"
"0&0","0","0","101","3.6112883766058412","2.3157078857356916","0.35913373536266424","3.6562049595557577","2.3691579741206414","0.5826339125037046","0.23415110624195667","./exampleexample_DC_CHAB.tif","1726.3636363636363","1173.1818181818182","2823.0","1598.0","500.05605140369465","328.82330154106114","1.5704083683975705","0.8734055723853285","0.29439974682619857","0.13947194648701186"
"0&0","0","0","102","3.364858299127681","2.307870947132982","0.4069418724251091","3.4250411199499555","2.4044872404782893","0.35564483684881154","0.12485217627589983","./exampleexample_DC_CHAB.tif","1655.090909090909","1263.5454545454545","2944.0","1536.0","722.2241278918137","154.96668263621288","1.0437472958981502","2.9072776235960274","0.294879747449577","0.21696036964234672"
"0&0","0","0","103","3.3768433131932025","2.295478649576144","0.43943823734898807","3.4915933782327384","2.421131241011331","0.4467236529606254","0.17032095714148027","./exampleexample_DC_CHAB.tif","1614.909090909091","1154.4545454545455","2628.0","2084.0","684.5768699781572","480.5185456642363","1.1068909589015559","0.7028959620854102","0.3065257466413028","0.17134858666125527"
"0&0","0","0","104","3.375554879551181","2.2553525438894044","0.5350552000834573","3.468881931451137","2.4369147259215325","0.4393688550870308","0.22545651726969415","./exampleexample_DC_CHAB.tif","1434.2727272727273","1301.4545454545455","2423.0","2176.0","580.8891617011099","422.18535352055113","0.9671402665804383","1.1754423532610512","0.24354729469151157","0.23556522189425713"
"0&0","0","0","105","3.3943400484744948","2.384069481667005","0.54500663639775","3.57748127866165","2.409887009301818","0.6187476754111034","0.19911051143123448","./exampleexample_DC_CHAB.tif","1615.7272727272727","1314.8181818181818","3327.0","2073.0","772.019182521923","470.18588200451495","0.9543232355303848","0.9793777908142051","0.2953285876856795","0.2122906666874221"
"0&0","0","0","106","3.542577946869093","2.1783701505866695","0.2967628116986341","3.8149742634202353","2.4173073552423094","0.3559166846900955","0.3671374697973107","./exampleexample_DC_CHAB.tif","1443.909090909091","993.0909090909091","2297.0","1796.0","504.21770189977553","400.786590231124","1.1319270628287248","0.5282598911240691","0.24631757832292317","0.11931472200103048"
"0&0","0","0","107","3.4569677348204304","2.020585070661299","0.2502802004281447","3.45400810511199","2.2612290535409123","0.35875994465882477","0.26398132663604906","./exampleexample_DC_CHAB.tif","1639.0","1153.2727272727273","3260.0","2273.0","676.101767487706","431.3970539790671","1.0659637863069262","0.8414883251224038","0.2818206702381418","0.18678158231307607"
"0&0","0","0","108","3.478787575510497","1.9738379273964073","0.2565571488043128","3.579307536500291","2.2801672465373652","0.5587094776383622","0.4418573798666172","./exampleexample_DC_CHAB.tif","1730.7272727272727","1127.2727272727273","2821.0","1708.0","553.6034846185654","321.12648315238374","1.434159766358556","1.1098026219715336","0.2976405738339434","0.18775409111496996"
"0&0","0","0","109","3.49450008070434","2.0485000473094406","0.0","3.47852698873663","2.494016865636397","0.09482072025526819","0.45577554132369924","./exampleexample_DC_CHAB.tif","1765.2727272727273","1115.3636363636363","2509.0","2035.0","687.0377123432295","413.2612424913018","1.0656951054048536","0.7408822570250253","0.2616423181004545","0.15909070971581804"
"0&0","0","0","110","3.469847199212582","2.324682354226418","0.29702259979324325","3.332747354151086","2.495356048087429","0.25588916278141094","0.22275061600914728","./exampleexample_DC_CHAB.tif","1550.0","1143.7272727272727","2497.0","2156.0","494.33288379390666","435.5608088221645","1.3019855785734382","0.7395034052069899","0.2620167842416559","0.16388823543405118"
"0&0","0","0","111","3.3093400782543876","2.2763552712022133","0.2516475900248138","3.3262340172433413","2.503756040129","0.02975215509848968","0.3181730644228059","./exampleexample_DC_CHAB.tif","1437.0","1272.6363636363637","2391.0","1898.0","540.0735135145956","473.7497805228563","1.0258391821942194","0.9094175477208012","0.23880835970886344","0.20375943728825224"
"0&0","0","0","112","3.3475628245018503","2.1840642223466267","0.4322486793918603","3.4649152467631668","2.3529006313128553","0.34126943943074467","0.22484338128375536","./exampleexample_DC_CHAB.tif","1546.3636363636363","1151.7272727272727","2159.0","2060.0","444.01244863793465","487.971534192127","1.4148719954765396","0.7733152811476691","0.2549073337303114","0.1959171894469407"
"0&0","0","0","113","3.6182564494916405","2.1709119458074726","0.3313154795212769","3.6097297888970066","2.564689644809683","0.06447014580711505","0.4757520491783445","./exampleexample_DC_CHAB.tif","1669.8181818181818","1163.3636363636363","2858.0","1618.0","565.7357719256964","258.7242828677945","1.3353602095719357","1.1703277498190283","0.2923412478044441","0.14960569290888903"
"0&0","0","0","114","3.5154859946793087","2.3478199989120374","0.2915325010787909","3.438687027566677","2.7554782165746983","0.14245286899557108","0.44080385715137815","./exampleexample_DC_CHAB.tif","1531.2727272727273","1265.7272727272727","2397.0","2053.0","366.1584604810029","405.5598823624178","1.6870951309786972","0.951837914733168","0.25267663109157673","0.17993025335067817"
"0&0","0","0","115","3.361348745164203","2.571618548849797","0.6019019406730287","3.432694366345416","2.591377744805372","0.3295018706387256","0.2822807496823636","./exampleexample_DC_CHAB.tif","1519.0","1133.4545454545455","2715.0","1727.0","565.1376823394455","300.34991714211066","1.0707378124377638","0.9735700648564978","0.24872285704219566","0.14809423802078853"
"0&0","0","0","116","3.848093683677593","2.523162537814204","0.564811504845338","3.7980178291674713","2.610006108552038","0.34894851719697173","0.23800467730675967","./exampleexample_DC_CHAB.tif","2043.4545454545455","1333.6363636363637","3018.0","1824.0","616.1977545620178","310.6626056438955","1.6506486213162668","1.7435334652781789","0.33133479965799856","0.2548198266176014"
"0&0","0","0","117","3.5102293998690572","2.311343888583681","0.581019620944691","3.547853608576184","2.6348853902432094","0.33537655649144","0.4079647037317373","./exampleexample_DC_CHAB.tif","1653.4545454545455","1314.4545454545455","2191.0","1638.0","335.1174014092266","205.65036524954857","2.0857005411098344","2.2679837584811304","0.2680087145969499","0.2156819646356456"
"0&0","0","0","118","3.498984170075177","2.213515981009715","0.32021575921722706","3.7039173557603475","2.611486928166426","0.34809122747008087","0.448503653392253","./exampleexample_DC_CHAB.tif","1522.0","1102.7272727272727","2226.0","1978.0","424.30884977808324","416.7133525360307","1.55577375247729","0.7343831697853079","0.2769145028195432","0.1611155515777483"
"0&0","0","0","119","3.508163120633965","2.3177166097400375","0.32476529479575483","3.7107634820255786","2.7961342423580158","0.3552072464056493","0.5204392856555147","./exampleexample_DC_CHAB.tif","1607.0","1053.4545454545455","2241.0","1651.0","436.04609848042446","319.44306648802495","1.7513548022393608","0.8273246302969114","0.311660826827889","0.14342743487202766"
"0&0","0","0","120","3.6057352581749083","2.2921311934037556","0.36132402119836937","3.9056857215703435","2.650393346255645","0.31351839406123","0.4696886507498153","./exampleexample_DC_CHAB.tif","1910.4545454545455","1060.4545454545455","3365.0","1478.0","623.4583167520285","269.7329655924035","1.5629368441219107","0.9338769625142803","0.3423262791359764","0.1347757235402557"
"0&0","0","0","121","3.6407926750958177","2.256867569402194","0.6409625006273054","3.9237017912703287","2.4976827926034457","0.39588644663604267","0.44507506330959495","./exampleexample_DC_CHAB.tif","1702.4545454545455","966.4545454545455","2406.0","1478.0","546.751929788339","241.69334440003252","1.4467730810428039","0.8572148206952819","0.3026248453562148","0.12005562876229767"
"0&0","0","0","122","3.529988695421061","2.1626312701213437","0.5982860819382002","3.8048885581269003","2.410035229981436","0.3666079207215569","0.4364096977094669","./exampleexample_DC_CHAB.tif","1833.3636363636363","1097.7272727272727","2498.0","1708.0","366.18527352346456","378.520036697951","2.378595089653928","0.9816770040126837","0.31154988723489746","0.20373403209957422"
"0&0","0","0","123","3.828075612492876","2.378015992919232","0.6073672836373996","3.80755438150992","2.416105704284166","0.34713598605205903","0.2638034785135895","./exampleexample_DC_CHAB.tif","1583.2727272727273","1064.8181818181818","2711.0","2034.0","604.8287511203631","419.51467630628093","1.1318927835906738","0.6595128616509436","0.27583267620638824","0.149315241312606"
"0&0","0","0","124","3.524195071374565","2.34935384122953","0.5923152823600061","3.5557559191563937","2.31633460012525","0.4133816626667744","0.18467159405910916","./exampleexample_DC_CHAB.tif","1536.090909090909","994.7272727272727","2612.0","1963.0","649.577471060297","415.8783694565253","0.9976895016367734","0.5432532425827223","0.2673467408780104","0.12811101717632023"
"0&0","0","0","125","3.4619838628875486","2.39109244114036","0.8102062285107583","3.5637090422522304","2.5115533999214095","0.6409156375630852","0.23133992065927317","./exampleexample_DC_CHAB.tif","1537.8181818181818","1121.4545454545455","2075.0","1605.0","342.241674312705","332.29365435902133","1.9420809587138137","1.0994929956134643","0.2756813942301736","0.19459064256697542"
"0&0","0","0","126","3.611793356096917","2.2526835241701195","0.6181258434539886","3.5382827771432934","2.316788205056127","0.5929349303485543","0.10073627664689273","./exampleexample_DC_CHAB.tif","1706.8181818181818","1051.7272727272727","2575.0","2060.0","578.2801774541157","442.8927840706125","1.4010082936650703","0.5377602400317214","0.3111916454869018","0.1276856911901601"
"0&0","0","0","127","3.404661633824459","2.321722066011361","0.8628690606102254","3.452441252344072","2.4117061276452714","0.525379070979428","0.35253300043401725","./exampleexample_DC_CHAB.tif","1519.909090909091","1148.4545454545455","3049.0","1613.0","662.9171071175422","300.2783254370397","0.9848599658550627","1.2105825080202366","0.2735222330193227","0.18801705630892662"
